,0,1,2,3
0,0.0,200.0,0.0,0.0
1,0.0,200.0,0.0,128.0
2,0.0,200.0,0.0,4.0
3,0.16693333333333335,302.0,0.0,2.0
4,0.16693333333333335,302.0,0.0,2.0
5,0.16693333333333335,303.0,0.0,2.0
6,0.15653333333333333,303.0,0.0,2.0
7,0.5708,307.0,0.0,4.0
8,0.8326666666666667,306.6,0.0,3.0
9,0.2536,306.0,0.0,2.0
10,0.5858666666666666,311.25,0.0,2.0
11,0.8446666666666667,311.0,0.0,2.0
12,0.9284,307.6666666666667,0.0,3.0
13,0.7645333333333333,305.8,0.0,2.0
14,0.8762666666666666,306.6666666666667,0.0,3.0
15,0.8762666666666666,306.6666666666667,0.0,2.0
16,0.8762666666666666,306.6666666666667,0.0,1.0
17,0.8762666666666666,306.6666666666667,0.0,2.0
18,0.8762666666666666,306.6666666666667,0.0,3.0
19,0.8762666666666666,306.6666666666667,0.0,2.0
20,0.8762666666666666,306.6666666666667,0.0,1.0
21,0.8762666666666666,306.6666666666667,0.0,2.0
22,0.8762666666666666,306.6666666666667,0.0,1.0
23,0.8762666666666666,306.6666666666667,0.0,2.0
24,0.8762666666666666,306.6666666666667,0.0,2.0
25,0.8762666666666666,306.6666666666667,0.0,1.0
26,0.8762666666666666,306.6666666666667,0.0,2.0
27,0.8762666666666666,306.6666666666667,0.0,1.0
28,0.8762666666666666,306.6666666666667,0.0,2.0
29,0.8762666666666666,306.6666666666667,0.0,2.0
30,0.8762666666666666,306.6666666666667,0.0,1.0
31,0.8762666666666666,306.6666666666667,0.0,2.0
32,0.8762666666666666,306.6666666666667,0.0,1.0
33,0.8762666666666666,306.6666666666667,0.0,2.0
34,0.8762666666666666,306.6666666666667,0.0,2.0
35,0.8762666666666666,306.6666666666667,0.0,1.0
36,0.8762666666666666,306.6666666666667,0.0,2.0
37,0.8762666666666666,306.6666666666667,0.0,1.0
38,0.8762666666666666,306.6666666666667,0.0,2.0
39,0.8762666666666666,306.6666666666667,0.0,2.0
40,0.8762666666666666,306.6666666666667,0.0,1.0
41,0.8762666666666666,306.6666666666667,0.0,2.0
42,0.8762666666666666,306.6666666666667,0.0,1.0
43,0.8762666666666666,306.6666666666667,0.0,2.0
44,0.8762666666666666,306.6666666666667,0.0,2.0
45,0.8762666666666666,306.6666666666667,0.0,1.0
46,0.8762666666666666,306.6666666666667,0.0,1.0
47,0.8762666666666666,306.6666666666667,0.0,2.0
48,0.8762666666666666,306.6666666666667,0.0,2.0
49,0.8762666666666666,306.6666666666667,0.0,2.0
50,0.8762666666666666,306.6666666666667,0.0,1.0
51,0.8762666666666666,306.6666666666667,0.0,2.0
52,0.8762666666666666,306.6666666666667,0.0,1.0
53,0.8762666666666666,306.6666666666667,0.0,2.0
54,0.8762666666666666,306.6666666666667,0.0,2.0
55,0.8762666666666666,306.6666666666667,0.0,1.0
56,0.8762666666666666,306.6666666666667,0.0,1.0
57,0.8762666666666666,306.6666666666667,0.0,2.0
58,0.8762666666666666,306.6666666666667,0.0,2.0
59,0.8762666666666666,306.6666666666667,0.0,1.0
60,0.8762666666666666,306.6666666666667,0.0,2.0
61,0.8762666666666666,306.6666666666667,0.0,1.0
