,0,1,2,3,4
0,0.0,200.0,0.0,0.0,0.3
1,0.0,200.0,0.0,127.0,0.3
2,0.5006666666666667,302.0,0.0,3.0,0.301
3,0.8341333333333334,301.6666666666667,0.0,2.0,0.302
4,0.16693333333333335,301.0,0.0,2.0,0.303
5,0.16693333333333335,302.0,0.0,2.0,0.304
6,0.15706666666666666,301.0,0.0,2.0,0.305
7,0.2949333333333333,303.0,0.0,2.0,0.306
8,0.3916,301.6666666666667,0.0,2.0,0.307
9,0.508,301.0,0.0,2.0,0.308
10,0.7661333333333333,301.6666666666667,0.0,1.0,0.309
11,0.7696,303.0,0.0,2.0,0.31
12,0.6597333333333334,304.0,0.0,4.0,0.311
13,0.8210666666666667,304.6666666666667,0.0,2.0,0.312
14,0.8728,305.0,0.0,3.0,0.313
15,0.8528,302.6666666666667,0.0,3.0,0.314
16,0.8533333333333334,302.6666666666667,0.0,2.0,0.315
17,0.7494666666666667,304.0,0.0,3.0,0.316
18,1.1237333333333333,303.5,0.0,3.0,0.317
19,1.1621333333333335,302.0,0.0,2.0,0.318
20,1.1352,302.6666666666667,0.0,2.0,0.319
21,1.5088,302.75,0.0,2.0,0.32
22,1.1056,302.5,0.0,3.0,0.321
23,1.4702666666666668,302.5,0.0,2.0,0.322
24,1.5989333333333335,301.8,0.0,2.0,0.323
25,1.3210666666666666,309.0,0.0,2.0,0.324
26,1.3041333333333336,308.75,0.0,3.0,0.08
27,1.9001333333333335,314.1818181818182,0.0,2.0,0.08
28,2.5789333333333335,309.8,0.0,3.0,0.08
29,1.0058666666666667,304.0,0.0,2.0,0.08
30,0.088,300.0,0.0,2.0,0.08
31,1.2942666666666667,303.625,0.0,2.0,0.08
32,1.6241333333333334,309.6,0.0,3.0,0.08
33,1.3344,307.625,0.0,2.0,0.080016
34,1.8641333333333334,311.0,0.0,2.0,0.080032
35,1.27,308.42857142857144,0.0,3.0,0.080048
36,0.088,301.0,0.0,2.0,0.080064
37,0.3253333333333333,302.0,0.0,2.0,0.080088
38,0.4210666666666667,301.5,0.0,2.0,0.080104
39,0.2778666666666667,301.0,0.0,2.0,0.08012
40,0.5826666666666667,301.0,0.0,2.0,0.080136
41,0.6082666666666666,301.0,0.0,2.0,0.080152
42,0.4261333333333333,301.0,0.0,3.0,0.080176
43,0.606,301.0,0.0,2.0,0.080192
44,0.6482666666666667,301.0,0.0,2.0,0.080208
45,0.6104,302.0,0.0,2.0,0.080224
46,0.6482666666666667,302.0,0.0,2.0,0.08024
47,0.4912,302.0,0.0,3.0,0.080264
48,0.7912,302.4,0.0,2.0,0.08028
49,0.9373333333333334,302.6666666666667,0.0,2.0,0.08128
50,0.8928,302.6666666666667,0.0,2.0,0.08
51,1.2653333333333332,302.75,0.0,2.0,0.08
52,1.2765333333333333,303.875,0.0,3.0,0.08
53,2.2072,305.53846153846155,0.0,2.0,0.08
54,0.9470666666666667,303.85714285714283,0.0,2.0,0.08
55,0.088,301.0,0.0,2.0,0.08
56,0.4493333333333333,303.0,0.0,3.0,0.08
57,0.39253333333333335,303.0,0.0,2.0,0.08
58,0.3352,303.0,0.0,2.0,0.08
59,0.6138666666666667,303.0,0.0,2.0,0.080016
60,0.6005333333333333,303.0,0.0,2.0,0.080032
61,0.5848,302.5,0.0,3.0,0.081032
62,0.48533333333333334,303.0,0.0,2.0,0.082032
63,0.646,303.0,0.0,2.0,0.083032
64,0.6437333333333334,303.0,0.0,2.0,0.084032
65,0.8906666666666666,303.6666666666667,0.0,2.0,0.08
66,0.9373333333333334,303.6666666666667,0.0,2.0,0.08
67,0.6248,303.5,0.0,3.0,0.08
68,1.1141333333333334,302.85714285714283,0.0,2.0,0.08
69,0.6949333333333333,302.0,0.0,2.0,0.08
70,0.368,302.0,0.0,3.0,0.08
71,0.088,300.5,0.0,2.0,0.08
72,0.088,301.0,0.0,2.0,0.081
73,0.088,301.0,0.0,2.0,0.082
74,0.2778666666666667,303.0,0.0,2.0,0.083
75,0.2789333333333333,302.0,0.0,3.0,0.084
76,0.2802666666666666,302.0,0.0,2.0,0.085
77,0.33013333333333333,302.0,0.0,3.0,0.086
78,0.33066666666666666,303.0,0.0,2.0,0.087
79,0.3336,304.0,0.0,2.0,0.088
80,0.3424,304.0,0.0,2.0,0.088
81,0.09573333333333332,301.0,0.0,2.0,0.08
82,0.0968,301.0,0.0,2.0,0.08
83,0.0968,301.0,0.0,2.0,0.08
84,0.088,301.0,0.0,2.0,0.081
85,0.088,301.0,0.0,2.0,0.082
86,0.088,301.0,0.0,2.0,0.083
87,0.08906666666666666,301.0,0.0,2.0,0.084
88,0.0896,301.0,0.0,2.0,0.085
89,0.0912,301.0,0.0,3.0,0.086
90,0.09226666666666668,301.0,0.0,2.0,0.087
91,0.0936,300.5,0.0,2.0,0.088
92,0.09466666666666668,300.0,0.0,2.0,0.089
93,0.0952,300.0,0.0,2.0,0.09
94,0.0968,300.0,0.0,2.0,0.091
95,0.09786666666666666,301.0,0.0,2.0,0.092
96,0.09893333333333335,301.0,0.0,2.0,0.093
97,0.10026666666666667,301.0,0.0,2.0,0.094
98,0.1008,300.5,0.0,2.0,0.095
99,0.1024,300.0,0.0,2.0,0.096
100,0.10346666666666667,300.0,0.0,2.0,0.097
101,0.10453333333333333,300.5,0.0,2.0,0.098
102,0.1056,301.0,0.0,3.0,0.099
103,0.10626666666666668,301.0,0.0,2.0,0.1
104,0.3034666666666666,302.0,0.0,2.0,0.101
105,0.3045333333333334,302.0,0.0,2.0,0.102
106,0.3056,302.0,0.0,2.0,0.103
107,0.4453333333333333,302.0,0.0,2.0,0.104
108,0.5944,302.5,0.0,3.0,0.105
109,0.5970666666666667,303.0,0.0,2.0,0.106
110,0.6349333333333332,303.0,0.0,2.0,0.08461829686173056
111,0.9408,303.6666666666667,0.0,2.0,0.08
112,0.784,302.8,0.0,2.0,0.08
113,0.9385333333333332,302.6666666666667,0.0,3.0,0.08
114,0.696,302.0,0.0,2.0,0.08
115,0.088,302.0,0.0,2.0,0.08
116,0.088,302.0,0.0,2.0,0.081
117,0.088,302.0,0.0,2.0,0.082
118,0.088,301.5,0.0,2.0,0.083
119,0.08906666666666666,301.0,0.0,2.0,0.084
120,0.09013333333333334,301.0,0.0,2.0,0.085
121,0.0912,301.0,0.0,2.0,0.086
122,0.09226666666666668,301.0,0.0,2.0,0.087
123,0.09293333333333334,301.0,0.0,2.0,0.088
